"","AF","address","university","department","short_address","postal_code","country"
"1812","Romero-Saltos, Hugo","Pontificia Univ Catolica Ecuador, Escuela Ciencias Biol, Herbario QCA, Quito, Ecuador.","Pontificia Univ Catolica Ecuador"," Escuela Ciencias Biol"," Herbario QCA, Quito, Ecuador.",NA,"Ecuador"
"1813","Schnitzer, Stefan A.","Univ Wisconsin, Dept Biol Sci, Milwaukee, WI 53211 USA.","Univ Wisconsin"," Dept Biol Sci"," Milwaukee, WI 53211 USA."," 53211","USA"
"1814","Thomas, Duncan","Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","Smithsonian Trop Res Inst"," Balboa"," Ancon, Panama.",NA,"Panama"
"1815","Guedes Braz, Maria Isabel","Univ Fed Rio de Janeiro, Dept Ecol, IB, CCS, BR-21941970 Rio De Janeiro, Brazil.","Univ Fed Rio de Janeiro"," Dept Ecol"," IB, CCS, BR-21941970 Rio De Janeiro, Brazil.","BR-21941970","Brazil"
"1816","de Mattos, Eduardo Arcoverde","Univ Fed Rio de Janeiro, Dept Ecol, IB, CCS, BR-21941970 Rio De Janeiro, Brazil.","Univ Fed Rio de Janeiro"," Dept Ecol"," IB, CCS, BR-21941970 Rio De Janeiro, Brazil.","BR-21941970","Brazil"
"1817","Bignotte-Giro, Irelis","Museo Hist Nat Tomas Romay, BIOECO, Santiago De Cuba 90100, Cuba.","Museo Hist Nat Tomas Romay"," BIOECO"," Santiago De Cuba 90100, Cuba."," 90100","Cuba"
"1818","Fong G, Ansel","Museo Hist Nat Tomas Romay, BIOECO, Santiago De Cuba 90100, Cuba.","Museo Hist Nat Tomas Romay"," BIOECO"," Santiago De Cuba 90100, Cuba."," 90100","Cuba"
"1819","Hero, Jean-Marc","Griffith Univ Gold Coast, Sch Environm, Environm Futures Ctr, Gold Coast, Qld 4222, Australia.","Griffith Univ Gold Coast"," Sch Environm"," Environm Futures Ctr, Gold Coast, Qld 4222, Australia.","Qld 4222","Australia"
"1820","Vina, Rolando","Museo Hist Nat Tomas Romay, BIOECO, Santiago De Cuba 90100, Cuba.","Museo Hist Nat Tomas Romay"," BIOECO"," Santiago De Cuba 90100, Cuba."," 90100","Cuba"
"1821","Borntraeger, Robert","Univ Freiburg, Fac Forest & Environm Sci, Dept Wildlife Ecol & Management, D-79106 Freiburg, Germany.","Univ Freiburg"," Fac Forest & Environm Sci"," Dept Wildlife Ecol & Management, D-79106 Freiburg, Germany.","D-7910","Germany"
"1822","Hansbauer, Miriam M.","Univ Freiburg, Fac Forest & Environm Sci, Dept Wildlife Ecol & Management, D-79106 Freiburg, Germany.","Univ Freiburg"," Fac Forest & Environm Sci"," Dept Wildlife Ecol & Management, D-79106 Freiburg, Germany.","D-7910","Germany"
"1823","Hettich, Ulf","Univ Freiburg, Fac Forest & Environm Sci, Dept Wildlife Ecol & Management, D-79106 Freiburg, Germany.","Univ Freiburg"," Fac Forest & Environm Sci"," Dept Wildlife Ecol & Management, D-79106 Freiburg, Germany.","D-7910","Germany"
"1824","Metzger, Jean Paul","Univ Sao Paulo, Dept Ecol, BR-05508900 Sao Paulo, Brazil.","Univ Sao Paulo"," Dept Ecol"," BR-05508900 Sao Paulo, Brazil.","BR-05508900","Brazil"
"1825","Pimentel, Rafael G.","Univ Sao Paulo, Dept Ecol, BR-05508900 Sao Paulo, Brazil.","Univ Sao Paulo"," Dept Ecol"," BR-05508900 Sao Paulo, Brazil.","BR-05508900","Brazil"
"1826","Storch, Ilse","Univ Freiburg, Fac Forest & Environm Sci, Dept Wildlife Ecol & Management, D-79106 Freiburg, Germany.","Univ Freiburg"," Fac Forest & Environm Sci"," Dept Wildlife Ecol & Management, D-79106 Freiburg, Germany.","D-7910","Germany"
"1827","Vegvari, Zsolt","Univ Debrecen, Dept Conservat Zool, H-4010 Debrecen, Hungary.","Univ Debrecen"," Dept Conservat Zool"," H-4010 Debrecen, Hungary.","H-4010","Hungary"
"1828","Bodmer, Richard Ernest","Univ Kent, DICE, Canterbury CT2 7NS, Kent, England.","Univ Kent"," DICE"," Canterbury CT2 7NS, Kent, England.","CT2 7NS",NA
"1829","Jean Desbiez, Arnaud Leonard","Univ Kent, DICE, Canterbury CT2 7NS, Kent, England.","Univ Kent"," DICE"," Canterbury CT2 7NS, Kent, England.","CT2 7NS",NA
"1830","Tomas, Walfrido Moraes","EMBRAPA Pantanal, BR-79320900 Corumba, MS, Brazil.","EMBRAPA Pantanal"," BR-79320900 Corumba"," MS, Brazil.",NA,"Brazil"
"1831","Bernardo da Rocha, Pedro Luis","Univ Fed Bahia, Inst Biol, Dept Zool, BR-40170290 Salvador, BA, Brazil.","Univ Fed Bahia"," Inst Biol"," Dept Zool, BR-40170290 Salvador, BA, Brazil.","BR-40170290","Brazil"
"1832","Guerrero, Agustin Camacho","Univ Sao Paulo, Inst Biociencias, Dept Zool, Sao Paulo, Brazil.","Univ Sao Paulo"," Inst Biociencias"," Dept Zool, Sao Paulo, Brazil.",NA,"Brazil"
"1833","Ballou, Jonathan D.","Smithsonian Inst, Natl Zool Pk, Dept Conservat & Sci, Washington, DC 20013 USA.","Smithsonian Inst"," Natl Zool Pk"," Dept Conservat & Sci, Washington, DC 20013 USA."," 20013","USA"
"1834","Cardoso, Nayara","Inst Estudos Socioambientais Sul Bahia, BR-45653145 Ilheus, BA, Brazil.","Inst Estudos Socioambientais Sul Bahia"," BR-45653145 Ilheus"," BA, Brazil.",NA,"Brazil"
"1835","dos Santos, Gabriel Rodrigues","Inst Estudos Socioambientais Sul Bahia, BR-45653145 Ilheus, BA, Brazil.","Inst Estudos Socioambientais Sul Bahia"," BR-45653145 Ilheus"," BA, Brazil.",NA,"Brazil"
"1836","Leimgruber, Peter","Smithsonian Inst, Natl Zool Pk, Dept Conservat & Sci, Washington, DC 20013 USA.","Smithsonian Inst"," Natl Zool Pk"," Dept Conservat & Sci, Washington, DC 20013 USA."," 20013","USA"
"1837","Neves, Leonardo G.","Inst Estudos Socioambientais Sul Bahia, BR-45653145 Ilheus, BA, Brazil.","Inst Estudos Socioambientais Sul Bahia"," BR-45653145 Ilheus"," BA, Brazil.",NA,"Brazil"
"1838","Raboy, Becky E.","Smithsonian Inst, Natl Zool Pk, Dept Conservat & Sci, Washington, DC 20013 USA.","Smithsonian Inst"," Natl Zool Pk"," Dept Conservat & Sci, Washington, DC 20013 USA."," 20013","USA"
"1839","Saraiva, Nicholas A.","Smithsonian Inst, Natl Zool Pk, Dept Conservat & Sci, Washington, DC 20013 USA.","Smithsonian Inst"," Natl Zool Pk"," Dept Conservat & Sci, Washington, DC 20013 USA."," 20013","USA"
"1840","Zeigler, Sara","Univ Maryland, Dept Geog, College Pk, MD 20742 USA.","Univ Maryland"," Dept Geog"," College Pk, MD 20742 USA."," 20742","USA"
"1841","Gomez, Daniela","Univ Nacl Rio Cuarto, Dept Ciencias Nat, CONICET, RA-5800 Cordoba, Argentina.","Univ Nacl Rio Cuarto"," Dept Ciencias Nat"," CONICET, RA-5800 Cordoba, Argentina.","RA-5800","Argentina"
"1842","Polop, Jaime",NA,NA,NA,NA,NA,NA
"1843","Priotto, Jose","Univ Nacl Rio Cuarto, Dept Ciencias Nat, CONICET, RA-5800 Cordoba, Argentina.","Univ Nacl Rio Cuarto"," Dept Ciencias Nat"," CONICET, RA-5800 Cordoba, Argentina.","RA-5800","Argentina"
"1844","Armesto, Juan J.","Pontificia Univ Catolica Chile, Dept Ecol, Santiago 6513677, Chile.","Pontificia Univ Catolica Chile"," Dept Ecol"," Santiago 6513677, Chile."," 65136","Chile"
"1845","Hahn, Ingo J.","Univ Munster, Inst Landscape Ecol, Anim Ecol & Biogeog Res Grp, D-48149 Munster, Germany.","Univ Munster"," Inst Landscape Ecol"," Anim Ecol & Biogeog Res Grp, D-48149 Munster, Germany.","D-4814","Germany"
"1846","Vergara, Pablo M.","Univ Santiago Chile, Dept Ingn Geog, Santiago 7254758, Chile.","Univ Santiago Chile"," Dept Ingn Geog"," Santiago 7254758, Chile."," 72547","Chile"
"1847","Zeballos, Horacio","Ctr Estudios & Promoc Desarrollo DESCO, Umacollo, Arequipa, Peru.","Ctr Estudios & Promoc Desarrollo DESCO"," Umacollo"," Arequipa, Peru.",NA,"Peru"
"1848","Chacoff, Natacha P.","Consejo Nacl Invest Cient & Tecn, Inst Argentino Invest Zonas Aridas, Ctr Cient & Tecnol Mendoza, RA-5500 Mendoza, Argentina.","Consejo Nacl Invest Cient & Tecn"," Inst Argentino Invest Zonas Aridas"," Ctr Cient & Tecnol Mendoza, RA-5500 Mendoza, Argentina.","RA-5500","Argentina"
"1849","Morris, William F.","Duke Univ, Dept Biol, Durham, NC 27708 USA.","Duke Univ"," Dept Biol"," Durham, NC 27708 USA."," 27708","USA"
"1850","Vazquez, Diego P.","Consejo Nacl Invest Cient & Tecn, Inst Argentino Invest Zonas Aridas, Ctr Cient & Tecnol Mendoza, RA-5500 Mendoza, Argentina.","Consejo Nacl Invest Cient & Tecn"," Inst Argentino Invest Zonas Aridas"," Ctr Cient & Tecnol Mendoza, RA-5500 Mendoza, Argentina.","RA-5500","Argentina"
"1851","Anciaes, Marina","Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, Amazonas, Brazil.","Inst Nacl de Pesquisas da Amazonia"," Biol Dynam Forest Fragments Project"," BR-69011970 Manaus, Amazonas, Brazil.","BR-69011970","Brazil"
"1852","Bruna, Emilio M.","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","Univ Florida"," Dept Wildlife Ecol & Conservat"," Gainesville, FL 32611 USA."," 32611","USA"
"1853","Jonckheere, Inge","Katholieke Univ Leuven, Biosyst Dept, Geomat Grp, B-3001 Louvain, Belgium.","Katholieke Univ Leuven"," Biosyst Dept"," Geomat Grp, B-3001 Louvain, Belgium.","B-3001","Belgium"
"1854","Rubim, Paulo","Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, Amazonas, Brazil.","Inst Nacl de Pesquisas da Amazonia"," Biol Dynam Forest Fragments Project"," BR-69011970 Manaus, Amazonas, Brazil.","BR-69011970","Brazil"
"1855","Uriarte, Maria","Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, NY 10027 USA.","Columbia Univ"," Dept Ecol Evolut & Environm Biol"," New York, NY 10027 USA."," 10027","USA"
"1856","Shah, Jennifer J. Follstad","Duke Univ, Dept Biol, Durham, NC USA.","Duke Univ"," Dept Biol"," Durham, NC USA.",NA,"USA"
"1857","Sinsabaugh, Robert L.","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.","Univ New Mexico"," Dept Biol"," Albuquerque, NM 87131 USA."," 87131","USA"
"1858","Bermingham, Eldredge","Smithsonian Trop Res Inst, Balboa, Panama.","Smithsonian Trop Res Inst"," Balboa"," Panama.",NA,"Panama"
"1859","Escalante, Patricia","Univ Nacl Autonoma Mexico, Inst Biol, Mexico City 04511, DF, Mexico.","Univ Nacl Autonoma Mexico"," Inst Biol"," Mexico City 04511, DF, Mexico."," 04511","Mexico"
"1860","Klicka, John","Univ Nevada, Barrick Museum Nat Hist, Las Vegas, NV 89154 USA.","Univ Nevada"," Barrick Museum Nat Hist"," Las Vegas, NV 89154 USA."," 89154","USA"
"1861","Miller, Matthew J.","Univ Alaska Museum, Fairbanks, AK 99775 USA.","Univ Alaska Museum"," Fairbanks"," AK 99775 USA."," 99775","USA"
"1862","Miller, Matthew J.","Univ Alaska Museum, Fairbanks, AK 99775 USA.","Univ Alaska Museum"," Fairbanks"," AK 99775 USA."," 99775","USA"
"1863","Winker, Kevin","Univ Alaska Museum, Fairbanks, AK 99775 USA.","Univ Alaska Museum"," Fairbanks"," AK 99775 USA."," 99775","USA"
"1864","Duarte, Leandro D. S.","Univ Fed Rio Grande do Sul, Dept Ecol, Lab Quantitat Ecol, BR-91540000 Porto Alegre, RS, Brazil.","Univ Fed Rio Grande do Sul"," Dept Ecol"," Lab Quantitat Ecol, BR-91540000 Porto Alegre, RS, Brazil.","BR-91540000","Brazil"
"1865","Pillar, Valerio D.","Univ Fed Rio Grande do Sul, Dept Ecol, Lab Quantitat Ecol, BR-91540000 Porto Alegre, RS, Brazil.","Univ Fed Rio Grande do Sul"," Dept Ecol"," Lab Quantitat Ecol, BR-91540000 Porto Alegre, RS, Brazil.","BR-91540000","Brazil"
"1866","Heil, Martin","CINVESTAV Irapuato, Dept Ingn Genet, Guanajuato 36821, Mexico.","CINVESTAV Irapuato"," Dept Ingn Genet"," Guanajuato 36821, Mexico."," 36821","Mexico"
"1867","Christianini, Alexander V.","Univ Estadual Campinas, Dept Biol Anim, Programa Posgrad Ecol, BR-13083970 Campinas, SP, Brazil.","Univ Estadual Campinas"," Dept Biol Anim"," Programa Posgrad Ecol, BR-13083970 Campinas, SP, Brazil.","BR-13083970","Brazil"
"1868","Oliveira, Paulo S.","Univ Estadual Campinas, Dept Biol Anim, Programa Posgrad Ecol, BR-13083970 Campinas, SP, Brazil.","Univ Estadual Campinas"," Dept Biol Anim"," Programa Posgrad Ecol, BR-13083970 Campinas, SP, Brazil.","BR-13083970","Brazil"
"1869","Gribel, Rogerio","Inst Nacl de Pesquisas da Amazonia, Lab Genet & Biol Reprod Plantas, Manaus, Amazonas, Brazil.","Inst Nacl de Pesquisas da Amazonia"," Lab Genet & Biol Reprod Plantas"," Manaus, Amazonas, Brazil.",NA,"Brazil"
"1870","Tuck Haugaasen, Joanne M.","Inst Nacl de Pesquisas da Amazonia, Lab Genet & Biol Reprod Plantas, Manaus, Amazonas, Brazil.","Inst Nacl de Pesquisas da Amazonia"," Lab Genet & Biol Reprod Plantas"," Manaus, Amazonas, Brazil.",NA,"Brazil"
"1871","Haugaasen, Torbjorn","Norwegian Univ Life Sci, Dept Ecol & Nat Resource Management, N-1432 As, Norway.","Norwegian Univ Life Sci"," Dept Ecol & Nat Resource Management"," N-1432 As, Norway.","N-1432","Norway"
"1872","Peres, Carlos A.","Univ E Anglia, Sch Environm Sci, Ctr Ecol Evolut & Conservat, Norwich NR4 7TJ, Norfolk, England.","Univ E Anglia"," Sch Environm Sci"," Ctr Ecol Evolut & Conservat, Norwich NR4 7TJ, Norfolk, England.","NR4 7TJ",NA
"1873","Wegge, Per","Norwegian Univ Life Sci, Dept Ecol & Nat Resource Management, N-1432 As, Norway.","Norwegian Univ Life Sci"," Dept Ecol & Nat Resource Management"," N-1432 As, Norway.","N-1432","Norway"
"1874","Cuellar, Erika","Wildlife Conservat Soc Bolivia, Santa Cruz, Bolivia.","Wildlife Conservat Soc Bolivia"," Santa Cruz"," Bolivia.",NA,"Bolivia"
"1875","Maffei, Leonardo","Wildlife Conservat Soc Bolivia, Santa Cruz, Bolivia.","Wildlife Conservat Soc Bolivia"," Santa Cruz"," Bolivia.",NA,"Bolivia"
"1876","Noss, Andrew J.","Wildlife Conservat Soc Bolivia, Santa Cruz, Bolivia.","Wildlife Conservat Soc Bolivia"," Santa Cruz"," Bolivia.",NA,"Bolivia"
"1877","Romero-Munoz, Alfredo","Wildlife Conservat Soc Bolivia, Santa Cruz, Bolivia.","Wildlife Conservat Soc Bolivia"," Santa Cruz"," Bolivia.",NA,"Bolivia"
"1878","Barrantes, Gilbert","Univ Costa Rica, Escuela Biol, San Jose, Costa Rica.","Univ Costa Rica"," Escuela Biol"," San Jose, Costa Rica.",NA,"Costa Rica"
"1879","Fuchs, Eric J.","Univ Costa Rica, Escuela Biol, San Jose, Costa Rica.","Univ Costa Rica"," Escuela Biol"," San Jose, Costa Rica.",NA,"Costa Rica"
"1880","Ross-Ibarra, Jeffrey","Univ Calif Davis, Dept Plant Sci, Davis, CA 95616 USA.","Univ Calif Davis"," Dept Plant Sci"," Davis, CA 95616 USA."," 95616","USA"
"1881","Araujo, Samuel Dias, Jr.","Univ Catolica Brasilia, BR-70790160 Brasilia, DF, Brazil.","Univ Catolica Brasilia"," BR-70790160 Brasilia"," DF, Brazil.",NA,"Brazil"
"1882","de Castro, Alinne Pereira","Univ Brasilia, Lab Enzimol, Dept Biol Celular, Brasilia, DF, Brazil.","Univ Brasilia"," Lab Enzimol"," Dept Biol Celular, Brasilia, DF, Brazil.",NA,"Brazil"
"1883","Francini-Filho, Ronaldo B.",NA,NA,NA,NA,NA,NA
"1884","Krueger, Ricardo H.","Univ Brasilia, Lab Enzimol, Dept Biol Celular, Brasilia, DF, Brazil.","Univ Brasilia"," Lab Enzimol"," Dept Biol Celular, Brasilia, DF, Brazil.",NA,"Brazil"
"1885","Moura, Rodrigo L.","Conservat Int Brazil, Marine Program, BR-45900000 Caravelas, Bahia, Brazil.","Conservat Int Brazil"," Marine Program"," BR-45900000 Caravelas, Bahia, Brazil.","BR-45900000","Brazil"
"1886","Pappas, Georgios, Jr.","Univ Catolica Brasilia, BR-70790160 Brasilia, DF, Brazil.","Univ Catolica Brasilia"," BR-70790160 Brasilia"," DF, Brazil.",NA,"Brazil"
"1887","Reis, Alessandra M. M.","Univ Catolica Brasilia, BR-70790160 Brasilia, DF, Brazil.","Univ Catolica Brasilia"," BR-70790160 Brasilia"," DF, Brazil.",NA,"Brazil"
"1888","Rodrigues, Thiago Bruce","Univ Fed Rio de Janeiro, Dept Genet, Inst Biol, Rio De Janeiro, Brazil.","Univ Fed Rio de Janeiro"," Dept Genet"," Inst Biol, Rio De Janeiro, Brazil.",NA,"Brazil"
"1889","Thompson, Fabiano L.","Univ Fed Rio de Janeiro, Dept Genet, Inst Biol, Rio De Janeiro, Brazil.","Univ Fed Rio de Janeiro"," Dept Genet"," Inst Biol, Rio De Janeiro, Brazil.",NA,"Brazil"
"1890","Berbara, Ricardo L.","Univ Fed Rural Rio de Janeiro, Soil Dept, Rio De Janeiro, Brazil.","Univ Fed Rural Rio de Janeiro"," Soil Dept"," Rio De Janeiro, Brazil.",NA,"Brazil"
"1891","Hamel, Chantal","Semiarid Prairie Agr Res Ctr, Swift Current, SK, Canada.","Semiarid Prairie Agr Res Ctr"," Swift Current"," SK, Canada.",NA,"Canada"
"1892","Perez, Juan C.","Semiarid Prairie Agr Res Ctr, Swift Current, SK, Canada.","Semiarid Prairie Agr Res Ctr"," Swift Current"," SK, Canada.",NA,"Canada"
"1893","Schellenberg, Michael P.","Semiarid Prairie Agr Res Ctr, Swift Current, SK, Canada.","Semiarid Prairie Agr Res Ctr"," Swift Current"," SK, Canada.",NA,"Canada"
"1894","Yang, Chao","NW A&F Univ, Dept Life Sci, Xianyang, Shaanxi, Peoples R China.","NW A&F Univ"," Dept Life Sci"," Xianyang, Shaanxi, Peoples R China.",NA,"China"
"1895","Taketani, Rodrigo Gouvea","Univ Sao Paulo, Ctr Energia Nucl Agr, BR-13400970 Piracicaba, SP, Brazil.","Univ Sao Paulo"," Ctr Energia Nucl Agr"," BR-13400970 Piracicaba, SP, Brazil.","BR-13400970","Brazil"
"1896","Tsai, Siu Mui","Univ Sao Paulo, Ctr Energia Nucl Agr, BR-13400970 Piracicaba, SP, Brazil.","Univ Sao Paulo"," Ctr Energia Nucl Agr"," BR-13400970 Piracicaba, SP, Brazil.","BR-13400970","Brazil"
"1897","Esteves, Francisco A.","UFRJ, CCS, Inst Biol, Dept Ecol,Lab Limnol, BR-21941590 Rio De Janeiro, Brazil.","UFRJ"," CCS"," Inst Biol, Dept Ecol,Lab Limnol, BR-21941590 Rio De Janeiro, Brazil.","BR-21941590","Brazil"
"1898","Farjalla, Vinicius F.","UFRJ, CCS, Inst Biol, Dept Ecol,Lab Limnol, BR-21941590 Rio De Janeiro, Brazil.","UFRJ"," CCS"," Inst Biol, Dept Ecol,Lab Limnol, BR-21941590 Rio De Janeiro, Brazil.","BR-21941590","Brazil"
"1899","Laque, Thais","UFRJ, CCS, Inst Biol, Dept Ecol,Lab Limnol, BR-21941590 Rio De Janeiro, Brazil.","UFRJ"," CCS"," Inst Biol, Dept Ecol,Lab Limnol, BR-21941590 Rio De Janeiro, Brazil.","BR-21941590","Brazil"
"1900","Rosado, Alexandre S.","UFRJ, Inst Microbiol Prof Paulo de Goes, CCS, BR-21941590 Rio De Janeiro, Brazil.","UFRJ"," Inst Microbiol Prof Paulo de Goes"," CCS, BR-21941590 Rio De Janeiro, Brazil.","BR-21941590","Brazil"
"1901","Garcia-Fayos, Patricio","CSIC UV GV, Ctr Invest Desertificac, Valencia, Spain.","CSIC UV GV"," Ctr Invest Desertificac"," Valencia, Spain.",NA,"Spain"
"1902","Valiente-Banuet, Alfonso","Univ Nacl Autonoma Mexico, Inst Ecol, Mexico City 04510, DF, Mexico.","Univ Nacl Autonoma Mexico"," Inst Ecol"," Mexico City 04510, DF, Mexico."," 04510","Mexico"
"1903","Valladares, Fernando","CSIC, Ctr Ciencias Medioambientales, Inst Recursos Nat, E-28006 Madrid, Spain.","CSIC"," Ctr Ciencias Medioambientales"," Inst Recursos Nat, E-28006 Madrid, Spain.","E-2800","Spain"
"1904","Verdu, Miguel","CSIC UV GV, Ctr Invest Desertificac, Valencia, Spain.","CSIC UV GV"," Ctr Invest Desertificac"," Valencia, Spain.",NA,"Spain"
"1905","Bustamante, Ramiro","Univ Chile, Fac Ciencias, Dept Ciencias Ecol, Santiago, Chile.","Univ Chile"," Fac Ciencias"," Dept Ciencias Ecol, Santiago, Chile.",NA,"Chile"
"1906","Espinoza, Claudia","Univ Chile, Fac Ciencias, Dept Ciencias Ecol, Santiago, Chile.","Univ Chile"," Fac Ciencias"," Dept Ciencias Ecol, Santiago, Chile.",NA,"Chile"
"1907","Marin, Victor H.","Univ Chile, Fac Ciencias, Dept Ciencias Ecol, Santiago, Chile.","Univ Chile"," Fac Ciencias"," Dept Ciencias Ecol, Santiago, Chile.",NA,"Chile"
"1908","Medel, Rodrigo","Univ Chile, Fac Ciencias, Dept Ciencias Ecol, Santiago, Chile.","Univ Chile"," Fac Ciencias"," Dept Ciencias Ecol, Santiago, Chile.",NA,"Chile"
"1909","Murua, Maureen","Univ Chile, Fac Ciencias, Dept Ciencias Ecol, Santiago, Chile.","Univ Chile"," Fac Ciencias"," Dept Ciencias Ecol, Santiago, Chile.",NA,"Chile"
"1910","Farji-Brener, Alejandro G.","Univ Nacl Comahue, Lab Ecotono, CRUB, INIBIOMA CONICET, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","Univ Nacl Comahue"," Lab Ecotono"," CRUB, INIBIOMA CONICET, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","RA-8400","Argentina"
"1911","Ghermandi, Luciana","Univ Nacl Comahue, Lab Ecotono, CRUB, INIBIOMA CONICET, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","Univ Nacl Comahue"," Lab Ecotono"," CRUB, INIBIOMA CONICET, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","RA-8400","Argentina"
"1912","Lescano, Natalia","Univ Nacl Comahue, Lab Ecotono, CRUB, INIBIOMA CONICET, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","Univ Nacl Comahue"," Lab Ecotono"," CRUB, INIBIOMA CONICET, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","RA-8400","Argentina"
"1913","Alberti, Juan","Univ Nacl Mar del Plata, Dept Biol FCEyN, Ecol Lab, Mar Del Plata, Buenos Aires, Argentina.","Univ Nacl Mar del Plata"," Dept Biol FCEyN"," Ecol Lab, Mar Del Plata, Buenos Aires, Argentina.",NA,"Argentina"
"1914","Bertness, Mark","Brown Univ, Dept Ecol & Evolutionary Biol, Providence, RI 02912 USA.","Brown Univ"," Dept Ecol & Evolutionary Biol"," Providence, RI 02912 USA."," 02912","USA"
"1915","Mendez Casariego, Agustina","Univ Nacl Mar del Plata, Dept Biol FCEyN, Ecol Lab, Mar Del Plata, Buenos Aires, Argentina.","Univ Nacl Mar del Plata"," Dept Biol FCEyN"," Ecol Lab, Mar Del Plata, Buenos Aires, Argentina.",NA,"Argentina"
"1916","Daleo, Pedro","Univ Nacl Mar del Plata, Dept Biol FCEyN, Ecol Lab, Mar Del Plata, Buenos Aires, Argentina.","Univ Nacl Mar del Plata"," Dept Biol FCEyN"," Ecol Lab, Mar Del Plata, Buenos Aires, Argentina.",NA,"Argentina"
"1917","Fanjul, Eugenia","Univ Nacl Mar del Plata, Dept Biol FCEyN, Ecol Lab, Mar Del Plata, Buenos Aires, Argentina.","Univ Nacl Mar del Plata"," Dept Biol FCEyN"," Ecol Lab, Mar Del Plata, Buenos Aires, Argentina.",NA,"Argentina"
"1918","Iribarne, Oscar","Univ Nacl Mar del Plata, Dept Biol FCEyN, Ecol Lab, Mar Del Plata, Buenos Aires, Argentina.","Univ Nacl Mar del Plata"," Dept Biol FCEyN"," Ecol Lab, Mar Del Plata, Buenos Aires, Argentina.",NA,"Argentina"
"1919","Silliman, Brian","Univ Florida, Dept Biol, Gainesville, FL 32611 USA.","Univ Florida"," Dept Biol"," Gainesville, FL 32611 USA."," 32611","USA"
